Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Company
2014-05-13,TCS,EQ,2159.35,2165.8,2239.0,2165.8,2209.0,2210.95,2201.67,1273742,280435620430000.03,61340.0,810242.0,0.6361,TCS
2014-05-14,TCS,EQ,2210.95,2214.4,2237.7,2201.1,2217.5,2216.1,2218.6,694614,154106990105000.0,42813.0,434571.0,0.6256,TCS
2014-05-15,TCS,EQ,2216.1,2216.1,2225.0,2171.15,2196.75,2193.15,2191.0,1260098,276086946785000.0,55726.0,995857.0,0.7903,TCS
2014-05-16,TCS,EQ,2193.15,2200.05,2253.4,2100.25,2160.0,2160.75,2182.83,2620899,572098648995000.0,108446.0,1844758.0,0.7039,TCS
2014-05-19,TCS,EQ,2160.75,2150.0,2160.0,1999.5,2026.0,2036.7,2036.04,3258303,663405079160000.0,134136.0,2377378.0,0.7295999999999999,TCS
2014-05-20,TCS,EQ,2036.7,2028.0,2160.0,2028.0,2062.0,2068.2,2068.91,2351057,486411373255000.0,102010.0,1659683.0,0.7059000000000001,TCS
2014-05-21,TCS,EQ,2068.2,2061.2,2089.0,2055.8,2083.0,2082.85,2075.42,2058473,427220181170000.0,85447.0,1664115.0,0.8084,TCS
2014-05-22,TCS,EQ,2082.85,2096.75,2124.0,2075.1,2108.0,2111.95,2108.25,2108421,444507023010000.06,92965.0,1640264.0,0.778,TCS
2014-05-23,TCS,EQ,2111.95,2119.0,2149.0,2096.0,2129.85,2127.9,2126.25,1547390,329013923425000.0,67074.0,1219172.0,0.7879,TCS
2014-05-26,TCS,EQ,2127.9,2149.0,2169.6,2133.6,2155.05,2154.0,2151.13,1325425,285116292315000.0,53883.0,979408.0,0.7389,TCS
2014-05-27,TCS,EQ,2154.0,2160.15,2184.6,2118.0,2132.0,2131.45,2143.11,897547,192353898680000.0,53842.0,532534.0,0.5933,TCS
2014-05-28,TCS,EQ,2131.45,2140.0,2158.75,2122.45,2152.0,2150.55,2146.7,943744,202593919520000.0,67958.0,671044.0,0.711,TCS
2014-05-29,TCS,EQ,2150.55,2145.0,2180.0,2135.2,2163.85,2159.95,2157.21,1410355,304242488635000.0,90581.0,990215.0,0.7021,TCS
2014-05-30,TCS,EQ,2159.95,2158.8,2167.0,2130.15,2144.75,2141.35,2141.16,1292824,276813904725000.0,55989.0,896287.0,0.6933,TCS
2014-06-02,TCS,EQ,2141.35,2144.0,2157.75,2116.05,2133.85,2129.85,2127.71,547579,116508896905000.0,39797.0,407480.0,0.7441,TCS
2014-06-03,TCS,EQ,2129.85,2129.85,2138.0,2105.2,2129.95,2128.6,2128.39,1242314,264412467635000.0,54006.0,997366.0,0.8028000000000001,TCS
2014-06-04,TCS,EQ,2128.6,2130.0,2134.9,2077.0,2088.0,2089.25,2089.35,1070531,223671299240000.0,66411.0,811467.0,0.758,TCS
2014-06-05,TCS,EQ,2089.25,2083.1,2116.4,2068.0,2100.15,2104.15,2092.64,2174235,454989456295000.0,94900.0,1704360.0,0.7839,TCS
2014-06-06,TCS,EQ,2104.15,2100.15,2107.8,2056.0,2085.0,2084.25,2075.46,1680793,348841455295000.0,91602.0,1264029.0,0.752,TCS
2014-06-09,TCS,EQ,2084.25,2087.0,2118.0,2080.0,2114.95,2113.8,2109.34,1333098,281195424845000.0,78066.0,1044933.0,0.7837999999999999,TCS
2014-06-10,TCS,EQ,2113.8,2115.0,2160.95,2115.0,2155.55,2158.15,2143.38,1314034,281647669370000.0,80530.0,883365.0,0.6723,TCS
2014-06-11,TCS,EQ,2158.15,2165.0,2214.0,2138.2,2204.2,2206.95,2187.46,1772281,387679336930000.0,102815.0,967759.0,0.5461,TCS
2014-06-12,TCS,EQ,2206.95,2249.0,2254.0,2183.8,2238.1,2237.35,2222.95,1367169,303914780940000.0,75398.0,798442.0,0.584,TCS
2014-06-13,TCS,EQ,2237.35,2238.0,2239.0,2185.05,2220.0,2213.55,2206.02,952011,210015118380000.0,69814.0,519133.0,0.5453,TCS
2014-06-16,TCS,EQ,2213.55,2210.0,2276.95,2210.0,2270.0,2269.75,2261.41,1219953,275881036640000.0,85866.0,738278.0,0.6052000000000001,TCS
2014-06-17,TCS,EQ,2269.75,2284.9,2297.0,2271.0,2275.0,2279.85,2283.37,959072,218991684140000.0,74343.0,656454.0,0.6845,TCS
2014-06-18,TCS,EQ,2279.85,2293.0,2293.0,2221.3,2221.3,2227.05,2241.97,974412,218459954150000.0,70364.0,571946.0,0.5870000000000001,TCS
2014-06-19,TCS,EQ,2227.05,2230.0,2289.0,2210.1,2280.15,2276.05,2252.21,948177,213549363510000.0,57665.0,474612.0,0.5006,TCS
2014-06-20,TCS,EQ,2276.05,2284.9,2299.0,2262.0,2286.2,2292.4,2285.14,577837,132044008225000.0,32093.0,373705.0,0.6467,TCS
2014-06-23,TCS,EQ,2292.4,2293.0,2299.9,2254.05,2260.1,2268.85,2270.33,631367,143341075175000.0,40067.0,391667.0,0.6203000000000001,TCS
2014-06-24,TCS,EQ,2268.85,2269.0,2319.5,2255.0,2314.9,2309.05,2290.32,739550,169380455215000.0,50209.0,485167.0,0.6559999999999999,TCS
2014-06-25,TCS,EQ,2309.05,2310.0,2320.0,2293.0,2299.9,2310.55,2310.24,514211,118794851309999.98,39929.0,308298.0,0.5996,TCS
2014-06-26,TCS,EQ,2310.55,2296.0,2344.15,2291.15,2304.0,2307.65,2312.57,1018091,235440735635000.0,42206.0,712024.0,0.6994,TCS
2014-06-27,TCS,EQ,2307.65,2317.0,2406.9,2315.0,2400.1,2399.55,2383.97,1529418,364609380565000.0,77416.0,893990.0,0.5845,TCS
2014-06-30,TCS,EQ,2399.55,2400.55,2435.0,2376.6,2413.95,2425.4,2413.97,1073235,259075983590000.0,48687.0,611288.0,0.5696,TCS
2014-07-01,TCS,EQ,2425.4,2418.9,2419.0,2382.3,2391.3,2390.75,2396.4,546395,130938277290000.02,33485.0,279483.0,0.5115,TCS
2014-07-02,TCS,EQ,2390.75,2400.0,2411.75,2383.5,2401.1,2401.6,2397.77,453870,108827566245000.0,32033.0,264310.0,0.5822999999999999,TCS
2014-07-03,TCS,EQ,2401.6,2399.0,2445.0,2392.0,2410.0,2417.9,2421.16,763381,184826427010000.0,64913.0,480272.0,0.6291,TCS
2014-07-04,TCS,EQ,2417.9,2412.4,2425.5,2401.0,2416.1,2410.5,2412.73,268068,64677569815000.0,21597.0,133336.0,0.4974,TCS
2014-07-07,TCS,EQ,2410.5,2420.05,2498.0,2410.4,2490.0,2488.55,2473.31,1102451,272670777490000.0,51992.0,643967.0,0.5841,TCS
2014-07-08,TCS,EQ,2488.55,2484.95,2486.15,2433.25,2444.5,2449.45,2458.25,1250294,307353448935000.0,64334.0,860571.0,0.6883,TCS
2014-07-09,TCS,EQ,2449.45,2470.0,2472.65,2381.6,2400.0,2398.15,2420.77,777121,188123387880000.0,40909.0,411940.0,0.5301,TCS
2014-07-10,TCS,EQ,2398.15,2399.55,2419.6,2335.0,2345.9,2351.8,2375.22,995281,236401391835000.0,58688.0,581066.0,0.5838,TCS
2014-07-11,TCS,EQ,2351.8,2371.0,2410.0,2361.1,2410.0,2394.45,2391.33,664723,158957064140000.0,47547.0,318792.0,0.4796,TCS
2014-07-14,TCS,EQ,2394.45,2418.8,2439.0,2385.25,2428.0,2426.25,2418.04,793962,191983441265000.0,64400.0,456927.0,0.5755,TCS
2014-07-15,TCS,EQ,2426.25,2426.2,2430.0,2393.75,2400.95,2399.3,2404.15,694828,167047416950000.0,38359.0,426286.0,0.6135,TCS
2014-07-16,TCS,EQ,2399.3,2409.65,2424.0,2386.85,2404.0,2401.85,2403.16,703620,169091404870000.0,35318.0,357106.0,0.5075000000000001,TCS
2014-07-17,TCS,EQ,2401.85,2410.0,2429.8,2375.0,2379.95,2381.95,2395.45,895110,214418839645000.0,55365.0,486803.0,0.5438000000000001,TCS
2014-07-18,TCS,EQ,2381.95,2452.0,2485.0,2435.0,2445.0,2441.2,2461.21,1753744,431632815945000.0,65241.0,550472.0,0.3139,TCS
2014-07-21,TCS,EQ,2441.2,2468.0,2469.85,2443.05,2462.0,2463.75,2456.42,490536,120496250970000.0,28243.0,286929.0,0.5849000000000001,TCS
2014-07-22,TCS,EQ,2463.75,2465.0,2540.0,2461.9,2530.15,2532.4,2496.09,1199508,299407632190000.0,60679.0,656917.0,0.5477000000000001,TCS
2014-07-23,TCS,EQ,2532.4,2540.0,2596.3,2532.3,2580.0,2586.15,2574.1,1032929,265886707180000.03,61631.0,432489.0,0.4186999999999999,TCS
2014-07-24,TCS,EQ,2586.15,2594.9,2602.0,2567.0,2591.0,2595.2,2584.1,740709,191406654310000.0,43633.0,336563.0,0.4543999999999999,TCS
2014-07-25,TCS,EQ,2595.2,2594.0,2614.35,2567.0,2610.0,2605.75,2587.82,903457,233798490915000.0,52802.0,574396.0,0.6358,TCS
2014-07-28,TCS,EQ,2605.75,2577.15,2599.65,2555.0,2584.4,2589.3,2579.61,657461,169599415250000.0,45346.0,384720.0,0.5852,TCS
2014-07-30,TCS,EQ,2589.3,2584.8,2610.0,2572.6,2585.0,2595.05,2592.06,949626,246148658865000.0,58885.0,682508.0,0.7187,TCS
2014-07-31,TCS,EQ,2595.05,2575.1,2598.0,2569.25,2582.0,2580.05,2579.59,1203605,310481280375000.0,65616.0,950765.0,0.7898999999999999,TCS
2014-08-01,TCS,EQ,2580.05,2575.0,2587.95,2510.0,2516.0,2516.4,2546.61,1190941,303286071405000.0,59210.0,785711.0,0.6597,TCS
2014-08-04,TCS,EQ,2516.4,2532.0,2541.9,2488.0,2527.5,2526.05,2517.98,914318,230223409880000.03,49092.0,492198.0,0.5383,TCS
2014-08-05,TCS,EQ,2526.05,2544.9,2545.0,2490.1,2524.0,2523.7,2520.22,702328,177002263230000.0,44849.0,366196.0,0.5214,TCS
2014-08-06,TCS,EQ,2523.7,2516.15,2534.85,2490.25,2512.55,2506.65,2510.8,918781,230687709230000.03,46871.0,604757.0,0.6581999999999999,TCS
2014-08-07,TCS,EQ,2506.65,2490.0,2495.0,2459.05,2468.9,2469.8,2472.72,836328,206800843180000.0,43519.0,441551.0,0.528,TCS
2014-08-08,TCS,EQ,2469.8,2465.0,2507.7,2465.0,2479.0,2478.7,2484.9,732395,181992891735000.0,37930.0,278109.0,0.3797,TCS
2014-08-11,TCS,EQ,2478.7,2490.9,2495.55,2455.0,2464.3,2468.4,2475.25,645448,159764365435000.0,37616.0,349673.0,0.5418000000000001,TCS
2014-08-12,TCS,EQ,2468.4,2489.9,2489.9,2440.2,2469.65,2471.75,2459.71,492276,121085730845000.0,30316.0,257233.0,0.5225,TCS
2014-08-13,TCS,EQ,2471.75,2470.0,2530.0,2470.0,2500.0,2500.05,2501.07,1384189,346195674095000.0,69764.0,909274.0,0.6569,TCS
2014-08-14,TCS,EQ,2500.05,2514.0,2532.0,2490.05,2496.0,2499.75,2510.16,789028,198058697500000.0,59273.0,540743.0,0.6853,TCS
2014-08-18,TCS,EQ,2499.75,2491.05,2505.0,2470.0,2481.0,2487.6,2485.67,686630,170673241190000.0,73851.0,466989.0,0.6801,TCS
2014-08-19,TCS,EQ,2487.6,2500.0,2504.9,2435.0,2438.0,2438.5,2446.29,1617078,395584399190000.0,98599.0,1254346.0,0.7757,TCS
2014-08-20,TCS,EQ,2438.5,2444.5,2455.05,2430.05,2438.85,2436.2,2439.66,1028379,250889525585000.0,39277.0,755778.0,0.7349,TCS
2014-08-21,TCS,EQ,2436.2,2447.0,2460.0,2430.0,2432.5,2432.45,2440.14,1132725,276400912950000.0,64360.0,777345.0,0.6863,TCS
2014-08-22,TCS,EQ,2432.45,2444.0,2468.2,2435.8,2462.0,2464.2,2455.23,1548119,380098572930000.0,83872.0,1123041.0,0.7254,TCS
2014-08-25,TCS,EQ,2464.2,2470.0,2528.5,2466.9,2521.7,2522.05,2511.52,1571756,394749558185000.0,50860.0,1117085.0,0.7107,TCS
2014-08-26,TCS,EQ,2522.05,2529.0,2550.0,2500.0,2528.45,2533.8,2534.69,907745,230085178790000.0,49485.0,569931.0,0.6279,TCS
2014-08-27,TCS,EQ,2533.8,2534.0,2567.4,2514.05,2547.9,2549.95,2552.51,717730,183201311060000.0,46881.0,424707.0,0.5917,TCS
2014-08-28,TCS,EQ,2549.95,2547.0,2549.3,2513.0,2516.7,2522.35,2528.6,883144,223312226370000.0,40308.0,589093.0,0.667,TCS
2014-09-01,TCS,EQ,2522.35,2525.4,2560.0,2523.05,2538.75,2537.15,2544.34,405074,103064752625000.0,33608.0,258746.0,0.6388,TCS
2014-09-02,TCS,EQ,2537.15,2545.8,2554.8,2514.1,2542.0,2537.9,2541.45,703970,178910532175000.0,37899.0,438610.0,0.6231,TCS
2014-09-03,TCS,EQ,2537.9,2539.0,2616.0,2539.0,2602.9,2606.4,2598.3,1530845,397759034950000.0,72768.0,864675.0,0.5648,TCS
2014-09-04,TCS,EQ,2606.4,2622.0,2627.45,2577.45,2577.65,2584.75,2594.71,850799,220757390825000.0,57553.0,580032.0,0.6817000000000001,TCS
2014-09-05,TCS,EQ,2584.75,2599.9,2621.8,2583.05,2595.5,2598.6,2600.27,733530,190737459190000.0,45025.0,463954.0,0.6325000000000001,TCS
2014-09-08,TCS,EQ,2598.6,2612.0,2650.0,2599.05,2640.0,2642.7,2629.44,848671,223153014755000.03,41269.0,569348.0,0.6709,TCS
2014-09-09,TCS,EQ,2642.7,2652.0,2667.0,2625.1,2631.0,2631.25,2639.63,709049,187162955700000.0,35859.0,470036.0,0.6629,TCS
2014-09-10,TCS,EQ,2631.25,2638.0,2642.75,2591.2,2609.1,2600.15,2618.31,629384,164792341510000.0,37937.0,447877.0,0.7116,TCS
2014-09-11,TCS,EQ,2600.15,2610.0,2624.4,2591.5,2599.0,2598.35,2603.76,537811,140033212434999.98,27555.0,281754.0,0.5239,TCS
2014-09-12,TCS,EQ,2598.35,2610.0,2624.35,2593.2,2609.85,2607.6,2609.08,598105,156050389750000.0,27279.0,311321.0,0.5205,TCS
2014-09-15,TCS,EQ,2607.6,2614.0,2618.6,2554.0,2559.95,2558.3,2570.41,575772,147996891415000.0,33049.0,367013.0,0.6374000000000001,TCS
2014-09-16,TCS,EQ,2558.3,2566.0,2575.0,2544.0,2557.05,2550.85,2556.67,767804,196302280965000.0,40518.0,482407.0,0.6283,TCS
2014-09-17,TCS,EQ,2550.85,2561.0,2604.75,2561.0,2591.0,2591.2,2586.58,828850,214388427625000.0,42962.0,432239.0,0.5215,TCS
2014-09-18,TCS,EQ,2591.2,2591.7,2651.8,2581.0,2631.0,2642.3,2627.39,741539,194830900840000.0,54613.0,388301.0,0.5236,TCS
2014-09-19,TCS,EQ,2642.3,2643.0,2740.0,2642.0,2700.0,2714.2,2709.79,1793932,486117145310000.06,73423.0,1113886.0,0.6209,TCS
2014-09-22,TCS,EQ,2714.2,2714.0,2734.0,2676.25,2728.0,2721.8,2701.84,499792,135035910480000.0,28046.0,274554.0,0.5493,TCS
2014-09-23,TCS,EQ,2721.8,2724.0,2782.45,2683.3,2694.0,2688.2,2721.78,1027995,279797920285000.0,60907.0,598698.0,0.5824,TCS
2014-09-24,TCS,EQ,2688.2,2693.0,2706.95,2632.75,2651.25,2643.0,2657.07,1221066,324445932470000.0,64331.0,870004.0,0.7125,TCS
2014-09-25,TCS,EQ,2643.0,2660.95,2725.0,2660.0,2715.0,2708.6,2700.87,1236579,333983376095000.0,76112.0,798977.0,0.6461,TCS
2014-09-26,TCS,EQ,2708.6,2710.0,2724.9,2670.1,2685.0,2684.0,2691.15,806356,217002545865000.0,65860.0,550843.0,0.6831,TCS
2014-09-29,TCS,EQ,2684.0,2695.4,2775.45,2675.3,2774.0,2767.95,2750.48,1044767,287360867740000.0,54935.0,670864.0,0.6421,TCS
2014-09-30,TCS,EQ,2767.95,2772.95,2776.65,2708.15,2736.95,2736.6,2739.08,1394477,381958732625000.0,78318.0,764302.0,0.5481,TCS
2014-10-01,TCS,EQ,2736.6,2752.0,2802.0,2737.0,2775.0,2775.6,2779.31,1071011,297667188685000.0,67777.0,585525.0,0.5467000000000001,TCS
2014-10-07,TCS,EQ,2775.6,2739.6,2839.7,2725.6,2730.9,2731.35,2773.63,1728837,479514956825000.0,86959.0,1188774.0,0.6876000000000001,TCS
2014-10-08,TCS,EQ,2731.35,2738.0,2739.95,2649.25,2688.0,2683.2,2680.59,981221,263025388590000.0,66807.0,595170.0,0.6066,TCS
2014-10-09,TCS,EQ,2683.2,2708.0,2723.3,2686.5,2710.1,2706.05,2706.3,842588,228029256910000.0,38100.0,466725.0,0.5539000000000001,TCS
2014-10-10,TCS,EQ,2706.05,2706.0,2727.45,2668.5,2679.0,2678.5,2694.64,1172181,315860089570000.0,57838.0,594794.0,0.5074000000000001,TCS
2014-10-13,TCS,EQ,2678.5,2680.0,2724.8,2670.0,2718.2,2716.55,2708.46,1104766,299221960830000.0,63544.0,596246.0,0.5397,TCS
2014-10-14,TCS,EQ,2716.55,2730.0,2735.7,2678.8,2702.25,2699.2,2697.82,1184703,319611635680000.0,75961.0,717744.0,0.6058,TCS
2014-10-16,TCS,EQ,2699.2,2730.0,2758.6,2664.25,2680.45,2678.1,2716.58,1924007,522671784480000.0,103718.0,1063717.0,0.5529000000000001,TCS
2014-10-17,TCS,EQ,2678.1,2475.0,2511.35,2430.0,2433.0,2441.15,2470.11,4946406,1221815851265000.0,234927.0,2685559.0,0.5429,TCS
2014-10-20,TCS,EQ,2441.15,2490.0,2493.6,2417.95,2425.5,2423.3,2441.15,1699621,414902385495000.0,92248.0,1042695.0,0.6135,TCS
2014-10-21,TCS,EQ,2423.3,2425.85,2443.75,2415.0,2435.0,2433.4,2428.83,975366,236899553450000.0,53575.0,535647.0,0.5492,TCS
2014-10-22,TCS,EQ,2433.4,2485.0,2489.0,2445.1,2452.6,2451.85,2455.51,1033832,253858546075000.0,79723.0,755848.0,0.7311,TCS
2014-10-23,TCS,EQ,2451.85,2465.0,2468.0,2455.0,2464.0,2465.35,2463.59,156299,38505669125000.0,8946.0,113461.0,0.7259000000000001,TCS
2014-10-27,TCS,EQ,2465.35,2519.0,2519.7,2444.95,2458.15,2457.15,2467.27,1398604,345072707460000.0,65973.0,1069938.0,0.765,TCS
2014-10-28,TCS,EQ,2457.15,2484.9,2484.9,2453.45,2479.2,2478.6,2471.82,1144979,283018437860000.0,71704.0,810037.0,0.7075,TCS
2014-10-29,TCS,EQ,2478.6,2475.0,2514.0,2473.0,2504.0,2506.05,2493.85,1212508,302380765450000.0,62974.0,829033.0,0.6837000000000001,TCS
2014-10-30,TCS,EQ,2506.05,2521.8,2574.9,2509.0,2563.0,2558.2,2550.36,2055646,524262968425000.0,96060.0,1456714.0,0.7086,TCS
2014-10-31,TCS,EQ,2558.2,2561.0,2620.0,2561.0,2614.55,2607.85,2593.12,1585035,411019313120000.0,76177.0,1138359.0,0.7182,TCS
2014-11-03,TCS,EQ,2607.85,2649.0,2649.0,2580.5,2596.0,2590.35,2604.36,1270816,330965806280000.0,89320.0,828856.0,0.6522,TCS
2014-11-05,TCS,EQ,2590.35,2638.0,2638.0,2590.0,2605.0,2599.5,2600.96,1155321,300494803150000.0,96379.0,774683.0,0.6705,TCS
2014-11-07,TCS,EQ,2599.5,2604.8,2615.7,2557.0,2570.0,2572.85,2575.55,1063370,273876787350000.0,61131.0,695652.0,0.6542,TCS
2014-11-10,TCS,EQ,2572.85,2575.1,2582.0,2551.0,2575.0,2569.65,2562.92,770982,197596516615000.0,101497.0,450053.0,0.5837,TCS
2014-11-11,TCS,EQ,2569.65,2578.0,2594.0,2555.4,2574.4,2580.7,2576.41,624970,161017781305000.0,48869.0,341850.0,0.547,TCS
2014-11-12,TCS,EQ,2580.7,2580.0,2611.0,2575.0,2595.0,2591.75,2598.95,660291,171606574795000.0,55902.0,385881.0,0.5844,TCS
2014-11-13,TCS,EQ,2591.75,2595.0,2604.9,2565.15,2590.0,2588.45,2585.94,822770,212763139225000.0,48660.0,450199.0,0.5472,TCS
2014-11-14,TCS,EQ,2588.45,2585.2,2611.15,2575.0,2598.95,2606.45,2593.57,728587,188964356230000.0,61264.0,474183.0,0.6508,TCS
2014-11-17,TCS,EQ,2606.45,2595.1,2625.0,2592.25,2615.0,2618.3,2609.64,785276,204928545940000.0,40229.0,493987.0,0.6291,TCS
2014-11-18,TCS,EQ,2618.3,2620.0,2626.65,2579.75,2585.7,2585.85,2597.99,733513,190565713675000.0,88497.0,484207.0,0.6601,TCS
2014-11-19,TCS,EQ,2585.85,2598.0,2598.0,2557.45,2577.8,2573.75,2570.88,932873,239830582470000.0,79245.0,621500.0,0.6662,TCS
2014-11-20,TCS,EQ,2573.75,2588.0,2610.25,2560.55,2608.5,2605.45,2589.44,897693,232452339630000.03,49550.0,510732.0,0.5689000000000001,TCS
2014-11-21,TCS,EQ,2605.45,2608.0,2640.0,2586.65,2615.05,2622.15,2614.63,1000797,261671167125000.0,79151.0,625586.0,0.6251,TCS
2014-11-24,TCS,EQ,2622.15,2622.0,2665.0,2622.0,2662.0,2657.7,2646.17,971383,257044296485000.0,74150.0,670924.0,0.6907,TCS
2014-11-25,TCS,EQ,2657.7,2660.0,2679.4,2616.0,2647.2,2636.0,2638.19,1185842,312848189625000.0,108334.0,724875.0,0.6113000000000001,TCS
2014-11-26,TCS,EQ,2636.0,2630.05,2656.35,2615.0,2625.15,2627.3,2629.81,792400,208386519815000.0,64737.0,469924.0,0.593,TCS
2014-11-27,TCS,EQ,2627.3,2627.3,2668.0,2625.3,2658.0,2653.3,2642.06,866209,228857190710000.0,49902.0,575774.0,0.6647,TCS
2014-11-28,TCS,EQ,2653.3,2658.35,2691.9,2635.35,2642.6,2643.0,2653.27,994884,263969885655000.03,48620.0,653714.0,0.6570999999999999,TCS
2014-12-01,TCS,EQ,2643.0,2650.5,2700.0,2645.25,2691.9,2692.95,2684.75,948177,254561965780000.03,50222.0,588736.0,0.6209,TCS
2014-12-02,TCS,EQ,2692.95,2693.0,2710.95,2649.35,2651.4,2657.3,2682.07,718286,192649692035000.0,27819.0,423257.0,0.5893,TCS
2014-12-03,TCS,EQ,2657.3,2671.9,2673.4,2618.5,2635.15,2635.35,2635.32,1547335,407772860075000.0,60721.0,1210435.0,0.7823000000000001,TCS
2014-12-04,TCS,EQ,2635.35,2664.0,2667.0,2629.9,2642.0,2637.95,2643.38,642654,169877985180000.0,47929.0,412705.0,0.6422,TCS
2014-12-05,TCS,EQ,2637.95,2640.9,2649.8,2572.15,2575.0,2578.95,2589.62,1179838,305533198355000.0,76304.0,921048.0,0.7807,TCS
2014-12-08,TCS,EQ,2578.95,2595.0,2595.0,2501.65,2515.7,2512.8,2522.01,1616287,407629904020000.0,83979.0,1208786.0,0.7479000000000001,TCS
2014-12-09,TCS,EQ,2512.8,2516.0,2559.0,2509.1,2511.65,2514.85,2532.85,1243970,315078970020000.0,109440.0,721223.0,0.5798,TCS
2014-12-10,TCS,EQ,2514.85,2515.0,2531.9,2496.2,2506.7,2507.9,2512.45,1043985,262295983965000.0,100215.0,745007.0,0.7136,TCS
2014-12-11,TCS,EQ,2507.9,2500.6,2522.9,2487.0,2496.65,2492.15,2505.66,969411,242901833000000.0,49348.0,705454.0,0.7277,TCS
2014-12-12,TCS,EQ,2492.15,2500.0,2520.0,2422.65,2455.0,2450.7,2459.33,1190393,292756412865000.0,83243.0,631746.0,0.5307000000000001,TCS
2014-12-15,TCS,EQ,2450.7,2384.9,2385.0,2352.25,2365.0,2358.65,2370.64,1743894,413414775845000.0,103344.0,1080089.0,0.6194,TCS
2014-12-16,TCS,EQ,2358.65,2350.0,2459.25,2345.0,2449.0,2443.05,2426.81,1669570,405173109440000.0,134989.0,875736.0,0.5245000000000001,TCS
2014-12-17,TCS,EQ,2443.05,2453.4,2470.0,2405.25,2449.0,2444.1,2445.41,1143538,279641855750000.0,70509.0,640386.0,0.56,TCS
2014-12-18,TCS,EQ,2444.1,2455.1,2468.5,2434.8,2454.0,2460.7,2453.57,740722,181741689850000.0,45590.0,429572.0,0.5799000000000001,TCS
2014-12-19,TCS,EQ,2460.7,2471.3,2523.75,2468.0,2521.95,2510.55,2503.39,951565,238214148670000.0,57351.0,505403.0,0.5311,TCS
2014-12-22,TCS,EQ,2510.55,2526.0,2529.0,2474.4,2513.65,2513.4,2495.66,821977,205137784995000.0,75446.0,498343.0,0.6063000000000001,TCS
2014-12-23,TCS,EQ,2513.4,2500.0,2536.65,2494.6,2517.0,2516.7,2514.24,633238,159211116190000.0,34288.0,313846.0,0.4956,TCS
2014-12-24,TCS,EQ,2516.7,2515.0,2520.85,2465.65,2485.0,2479.9,2485.3,1644486,408703586770000.0,49855.0,1095787.0,0.6663,TCS
2014-12-26,TCS,EQ,2479.9,2486.0,2510.0,2465.0,2509.35,2505.0,2488.46,313103,77914308560000.0,18772.0,109032.0,0.3482,TCS
2014-12-29,TCS,EQ,2505.0,2508.0,2536.95,2507.0,2521.4,2522.9,2522.46,389460,98239575630000.0,27095.0,219364.0,0.5633,TCS
2014-12-30,TCS,EQ,2522.9,2525.0,2542.45,2516.0,2530.0,2530.05,2530.17,350671,88725647490000.0,29747.0,174744.0,0.4983,TCS
2014-12-31,TCS,EQ,2530.05,2532.7,2566.4,2525.0,2564.0,2558.25,2545.03,786896,200267644450000.0,38762.0,556967.0,0.7078,TCS
2015-01-01,TCS,EQ,2558.25,2567.0,2567.0,2541.0,2550.0,2545.55,2548.51,183415,46743445615000.0,8002.0,52870.0,0.2883,TCS
2015-01-02,TCS,EQ,2545.55,2551.0,2590.95,2550.6,2588.4,2579.45,2568.19,462870,118874010950000.0,27585.0,309350.0,0.6683,TCS
2015-01-05,TCS,EQ,2579.45,2581.0,2599.9,2524.65,2538.1,2540.25,2563.94,877121,224888554095000.0,43234.0,456728.0,0.5207,TCS
2015-01-06,TCS,EQ,2540.25,2529.1,2529.1,2440.0,2450.05,2446.6,2466.9,1211892,298961535645000.0,84503.0,714306.0,0.5894,TCS
2015-01-07,TCS,EQ,2446.6,2470.0,2479.15,2407.45,2426.9,2417.7,2433.96,1318166,320836246205000.0,101741.0,886368.0,0.6724,TCS
2015-01-08,TCS,EQ,2417.7,2442.4,2449.0,2420.55,2446.0,2443.8,2434.81,782704,190573934495000.0,47699.0,450768.0,0.5759000000000001,TCS
2015-01-09,TCS,EQ,2443.8,2455.0,2519.9,2450.0,2510.0,2512.3,2490.01,1598821,398108220610000.0,81743.0,865777.0,0.5415,TCS
2015-01-12,TCS,EQ,2512.3,2517.0,2528.0,2480.25,2527.95,2509.7,2497.82,798003,199326599700000.0,58810.0,451228.0,0.5654,TCS
2015-01-13,TCS,EQ,2509.7,2520.0,2530.4,2480.1,2498.0,2497.9,2509.4,734216,184244037280000.0,49993.0,386133.0,0.5259,TCS
2015-01-14,TCS,EQ,2497.9,2516.0,2531.8,2500.5,2525.05,2521.95,2517.54,893548,224954619585000.0,69237.0,498193.0,0.5575,TCS
2015-01-15,TCS,EQ,2521.95,2533.0,2581.75,2523.25,2542.05,2539.1,2550.97,2504960,639007618510000.0,96363.0,1598846.0,0.6383,TCS
2015-01-16,TCS,EQ,2539.1,2543.7,2545.0,2484.3,2526.0,2532.15,2511.39,2646915,664744442100000.0,127847.0,1372200.0,0.5184000000000001,TCS
2015-01-19,TCS,EQ,2532.15,2536.0,2551.0,2503.0,2509.0,2511.0,2516.06,567537,142795431225000.0,38860.0,309156.0,0.5447,TCS
2015-01-20,TCS,EQ,2511.0,2520.0,2530.0,2483.25,2498.0,2500.45,2498.94,1029283,257212122080000.03,58066.0,733487.0,0.7126,TCS
2015-01-21,TCS,EQ,2500.45,2522.0,2522.0,2488.25,2518.0,2513.8,2507.75,1155240,289705457555000.0,75976.0,771316.0,0.6677,TCS
